Filename,Count,CatchQuantity,CatchRecoverability,CatchSLOC,FlowHandlingActions,FlowHandlingStrategy,FlowQuantity,Invoked Methods,Try Quantity,5,TrySLOC
TestConfigurationProperties.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestConfigurationNodeLabelsProvider.java,99,1,0,4,1,0.0,1.0,4.0,1,9.0,6
TestConfigurationNodeAttributesProvider.java,607,4,0,17,4,1.0,4.0,27.0,4,2.0,35
TestConfigurationMutationACLPolicies.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestConfigurableResource.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestComputeFairShares.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestComponentRestartPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestComponentInstance.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestComponentDecommissionInstances.java,80,1,0,4,1,0.0,1.0,6.0,1,0.0,8
TestComponent.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestCompareResourceCalculators.java,326,3,3,9,3,0.0,3.0,9.0,3,1.0,30
TestCommonViews.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestCommonNodeLabelsManager.java,1477,21,0,68,21,0.0,21.0,66.0,21,3.0,122
TestCombinedSystemMetricsPublisher.java,164,1,0,4,1,0.0,1.0,19.0,2,5.0,31
TestClusterNodeTracker.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestClusterMetrics.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
TestClusterCLI.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestClientToAMTokens.java,1018,6,2,22,6,0.0,6.0,38.0,6,2.0,74
TestClientSCMProtocolService.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestClientRMTokens.java,1040,13,0,40,13,13.0,8.0,103.0,9,2.0,219
TestClientRMService.java,3743,41,0,121,41,0.0,40.0,200.0,43,7.0,325
TestClientRMProxy.java,226,2,0,5,2,1.0,2.0,4.0,2,4.0,11
TestClient.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestCleanupAfterKill.java,103,1,1,3,1,2.0,1.0,3.0,1,9.0,7
TestCleanerTask.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestCleanerMetrics.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestCircularIterator.java,44,1,0,2,1,0.0,1.0,2.0,1,0.0,8
TestChildQueueOrder.java,177,1,0,3,1,0.0,1.0,3.0,1,8.0,6
TestCGroupsResourceCalculator.java,0,0,0,0,0,0.0,0.0,48.0,6,3.0,143
TestCGroupsMemoryResourceHandlerImpl.java,352,4,0,10,4,1.0,4.0,9.0,4,9.0,24
TestCgroupsLCEResourcesHandler.java,124,2,0,4,2,0.0,2.0,44.0,5,5.0,53
TestCGroupsHandlerImpl.java,1645,10,0,36,10,0.0,10.0,118.0,12,0.0,205
TestCGroupsCpuResourceHandlerImpl.java,0,0,0,0,0,0.0,0.0,13.0,1,4.0,18
TestCGroupsBlkioResourceHandlerImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestCGroupElasticMemoryController.java,93,1,0,3,1,0.0,1.0,136.0,6,5.0,160
TestCentralizedOpportunisticContainerAllocator.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestCapacitySchedulerWorkflowPriorityMapping.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
TestCapacitySchedulerWithMultiResourceTypes.java,115,2,0,6,2,0.0,2.0,2.0,2,1.0,10
TestCapacitySchedulerWeightMode.java,83,1,0,3,1,0.0,1.0,27.0,3,3.0,39
TestCapacitySchedulerSurgicalPreemption.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestCapacitySchedulerSchedulingRequestUpdate.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestCapacitySchedulerQueues.java,2333,17,0,49,17,0.0,17.0,90.0,18,5.0,148
TestCapacitySchedulerQueueMappingFactory.java,221,2,0,4,2,0.0,2.0,92.0,7,4.0,151
TestCapacitySchedulerQueueACLs.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
TestCapacitySchedulerPlanFollower.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestCapacitySchedulerPerf.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestCapacitySchedulerOvercommit.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestCapacitySchedulerNodes.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestCapacitySchedulerNodeLabelUpdate.java,430,2,0,7,2,1.0,2.0,15.0,2,7.0,21
TestCapacitySchedulerNewQueueAutoCreation.java,684,7,0,20,7,0.0,7.0,19.0,7,3.0,44
TestCapacitySchedulerMultiNodesWithPreemption.java,80,1,0,3,1,0.0,1.0,3.0,1,1.0,6
TestCapacitySchedulerMultiNodes.java,99,1,0,3,1,0.0,1.0,3.0,1,5.0,6
TestCapacitySchedulerMetrics.java,202,2,0,6,2,0.0,2.0,14.0,2,5.0,24
TestCapacitySchedulerMaxParallelApps.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestCapacitySchedulerLazyPreemption.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestCapacitySchedulerDynamicBehavior.java,269,4,0,8,4,0.0,4.0,11.0,4,6.0,30
TestCapacitySchedulerConfigValidator.java,1416,10,0,31,10,1.0,10.0,65.0,10,9.0,90
TestCapacitySchedulerConfiguration.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestCapacitySchedulerAutoQueueCreation.java,733,6,0,15,6,0.0,6.0,449.0,21,3.0,793
TestCapacitySchedulerAutoCreatedQueuePreemption.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestCapacitySchedulerAutoCreatedQueueBase.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestCapacitySchedulerAsyncScheduling.java,232,3,0,10,3,0.0,3.0,9.0,3,6.0,17
TestCapacitySchedulerApps.java,275,4,0,9,4,2.0,4.0,10.0,4,7.0,25
TestCapacitySchedulerAmbiguousLeafs.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestCapacityScheduler.java,946,7,0,22,7,0.0,7.0,34.0,7,3.0,60
TestCapacityOverTimePolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestBuildExternalComponents.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
TestBroadcastAMRMProxyFederationPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestBoundedAppender.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestBlacklistManager.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestBatchedRequestsIterators.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestAuxServices.java,1612,7,0,21,7,1.0,7.0,211.0,11,8.0,277
TestAutoCreatedQueueTemplate.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAutoCreatedQueueDeletionPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAsyncDispatcher.java,175,3,0,7,3,0.0,3.0,151.0,7,4.0,200
TestASMStateMachine.java,0,0,0,0,0,1.0,0.0,0.0,0,4.0,0
TestAppSchedulingInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestAppsBlock.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestApps.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAppRunnability.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestAppReportFetcher.java,414,2,0,6,2,0.0,2.0,8.0,2,7.0,16
TestAppPage.java,95,1,1,3,1,0.0,1.0,3.0,1,1.0,6
TestAppNameMappingPlacementRule.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestAppManagerWithFairScheduler.java,417,3,0,9,3,0.0,3.0,12.0,3,3.0,21
TestAppManager.java,1611,8,0,30,8,0.0,8.0,39.0,8,3.0,72
TestAppLogAggregatorImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestApplicatonReport.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestApplicationSubmissionContextPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestApplicationSubmissionContextInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestApplicationsRequestBuilder.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestApplicationPriorityACLs.java,192,2,0,6,2,0.0,2.0,10.0,2,6.0,14
TestApplicationPriorityACLConfiguration.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestApplicationPriority.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestApplicationMasterServiceWithFS.java,377,2,0,7,2,0.0,2.0,8.0,2,8.0,17
TestApplicationMasterServiceProtocolOnHA.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestApplicationMasterServiceProtocolForTimelineV2.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestApplicationMasterServiceInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestApplicationMasterServiceFair.java,142,1,0,3,1,0.0,1.0,12.0,1,6.0,11
TestApplicationMasterServiceCapacity.java,0,0,0,0,0,0.0,0.0,62.0,1,6.0,63
TestApplicationMasterLauncher.java,971,11,1,29,11,0.0,11.0,27.0,11,5.0,75
TestApplicationMasterExpiry.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestApplicationLimitsByPartition.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestApplicationLimits.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestApplicationLifetimeMonitor.java,195,1,0,3,1,0.0,1.0,202.0,6,9.0,324
TestApplicationId.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
TestApplicationHistoryServer.java,417,3,0,13,3,0.0,3.0,67.0,6,6.0,99
TestApplicationHistoryManagerOnTimelineStore.java,1035,5,5,30,5,0.0,5.0,37.0,5,5.0,91
TestApplicationHistoryManagerImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestApplicationHistoryClientService.java,777,6,0,19,6,8.0,3.0,19.0,3,9.0,36
TestApplicationEntity.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestApplicationClientProtocolRecords.java,371,3,0,9,3,0.0,3.0,44.0,3,1.0,48
TestApplicationClientProtocolOnHA.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestApplicationCleanup.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestApplicationAttemptId.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
TestApplicationACLsManager.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestApplicationACLs.java,262,1,0,4,1,0.0,1.0,6.0,1,5.0,10
TestApplication.java,22,1,0,2,1,0.0,1.0,307.0,11,6.0,315
TestAppLevelTimelineCollector.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestAppJsonResolve.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
TestAppCatalogSolrClient.java,27,1,0,2,1,0.0,1.0,1.0,1,6.0,4
TestApiServiceClient.java,1042,17,0,52,17,0.0,17.0,52.0,17,1.0,104
TestApiServer.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestAoclOutputParser.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestAMRMTokens.java,450,3,0,9,3,0.0,3.0,132.0,5,0.0,224
TestAMRMRPCResponseId.java,118,1,0,3,1,1.0,1.0,5.0,1,0.0,6
TestAMRMRPCNodeUpdates.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAMRMProxyTokenSecretManager.java,60,2,0,4,2,0.0,2.0,4.0,2,2.0,11
TestAMRMProxyService.java,1414,8,0,26,8,0.0,8.0,30.0,8,3.0,79
TestAMRMProxyMetrics.java,184,1,0,3,1,0.0,1.0,3.0,1,3.0,10
TestAMRMProxy.java,136,1,0,3,1,0.0,1.0,118.0,4,7.0,176
TestAMRMClientRelayerMetrics.java,60,2,0,4,2,0.0,2.0,6.0,2,9.0,10
TestAMRMClientRelayer.java,86,1,0,2,1,0.0,1.0,3.0,1,4.0,6
TestAMRMClientPlacementConstraints.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestAMRMClientOnRMRestart.java,396,4,0,12,4,0.0,4.0,24.0,4,6.0,38
TestAMRMClientContainerRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestAMRMClientAsync.java,516,6,0,18,6,0.0,6.0,12.0,6,0.0,30
TestAMRMClient.java,1545,13,3,39,13,0.0,12.0,631.0,23,3.0,998
TestAMRestart.java,108,1,1,4,1,0.0,1.0,16.0,1,6.0,18
TestAMLivelinessMonitor.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TestAMLaunchFailure.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestAmFilterInitializer.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestAmFilter.java,161,2,0,6,2,0.0,2.0,6.0,2,1.0,11
TestAMAuthorization.java,634,1,1,15,1,0.0,1.0,8.0,1,0.0,19
TestAMAllocatedToNonExclusivePartition.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TestAllocationTagsNamespace.java,1046,5,0,21,5,0.0,5.0,31.0,5,5.0,46
TestAllocationTagsManager.java,168,2,0,6,2,1.0,2.0,9.0,2,9.0,18
TestAllocationFileLoaderService.java,1400,5,0,15,5,0.0,5.0,22.0,5,8.0,48
TestAllocationBasedResourceUtilizationTracker.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
TestAlignedPlanner.java,427,7,0,14,7,0.0,7.0,21.0,7,8.0,56
TestAHSWebServices.java,930,4,0,17,4,17.0,4.0,35.0,4,4.0,48
TestAHSWebApp.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAHSv2ClientImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TestAHSClient.java,166,2,0,6,2,0.0,1.0,26.0,1,7.0,26
TestAggregatedLogsBlock.java,0,0,0,0,0,0.0,0.0,8.0,1,0.0,16
TestAggregatedLogFormat.java,473,4,1,15,4,0.0,4.0,51.0,8,7.0,118
TestAggregatedLogDeletionService.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TestAdHocLogDumper.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TestActivitiesManager.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
TestAbstractYarnScheduler.java,40,1,0,2,1,0.0,1.0,389.0,14,0.0,590
TestAbstractProviderService.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TestAbstractLauncher.java,0,0,0,0,0,1.0,0.0,0.0,0,4.0,0
TestAbstractClientProvider.java,534,10,0,22,10,0.0,10.0,22.0,10,5.0,50
TestAbsoluteResourceWithAutoQueue.java,0,0,0,0,0,0.0,0.0,56.0,1,3.0,119
TestAbsoluteResourceConfiguration.java,1330,6,0,22,6,0.0,6.0,32.0,6,7.0,50
TestableFederationRMAdminInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TestableFederationInterceptorREST.java,111,1,1,4,1,0.0,1.0,13.0,1,8.0,31
TestableFederationInterceptor.java,113,3,0,6,3,1.0,3.0,5.0,3,0.0,19
TestableFederationClientInterceptor.java,314,4,2,12,4,0.0,4.0,14.0,4,0.0,31
TerminalServlet.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
TempUserPerPartition.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
TempSchedulerNode.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
TempQueuePerPartition.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TempAppPerPartition.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
TeardownTask.java,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0
TaskType.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TaskStatus.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
TaskId.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
Task.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
Task.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TargetApplicationsNamespace.java,195,1,1,3,1,0.0,1.0,2.0,1,5.0,8
TargetApplications.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
TarballProviderService.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
TarballProviderFactory.java,0,0,0,0,0,4.0,0.0,0.0,0,2.0,0
TarballClientProvider.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
TagAddProcessor.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SystemServiceManagerImpl.java,1551,8,0,37,8,0.0,7.0,54.0,7,7.0,93
SystemServiceManager.java,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0
SystemMetricsPublisher.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SystemClock.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SubView.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
SubmitApplicationResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
SubmitApplicationResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SubmitApplicationRequestPBImpl.java,0,0,0,0,0,2.0,0.0,0.0,0,1.0,0
SubmitApplicationRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SubmissionContextPreProcessor.java,414,3,1,10,3,0.0,3.0,24.0,3,6.0,68
SubClusterState.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SubClusterResult.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SubClusterResolver.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SubClusterRegisterResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SubClusterRegisterResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SubClusterRegisterRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SubClusterRegisterRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
SubClusterPolicyConfigurationPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SubClusterPolicyConfiguration.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SubClusterInfoPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
SubClusterInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SubClusterIdPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SubClusterIdInfo.java,0,0,0,0,0,1.0,0.0,0.0,0,9.0,0
SubClusterId.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
SubClusterHeartbeatResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SubClusterHeartbeatResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SubClusterHeartbeatRequestPBImpl.java,0,0,0,0,0,1.0,0.0,0.0,0,3.0,0
SubClusterHeartbeatRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SubClusterDeregisterResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SubClusterDeregisterResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SubClusterDeregisterRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SubClusterDeregisterRequest.java,0,0,0,0,0,2.0,0.0,0.0,0,7.0,0
SubClusterCleaner.java,201,2,0,6,2,0.0,2.0,17.0,2,9.0,46
SubApplicationTableRW.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SubApplicationTable.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SubApplicationRowKeyPrefix.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SubApplicationRowKey.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SubApplicationEntityReader.java,121,1,1,3,1,0.0,1.0,3.0,1,6.0,6
SubApplicationEntity.java,0,0,0,0,0,3.0,0.0,0.0,0,1.0,0
SubApplicationColumnPrefix.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SubApplicationColumnFamily.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
SubApplicationColumn.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StringKeyConverter.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
StringHelper.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
StringAttributeValue.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
StrictPreemptionContractPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
StrictPreemptionContract.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
StoreOp.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StoreNewClusterNodeLabels.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
StoreLimitException.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
StoreFencedException.java,0,0,0,0,0,8.0,0.0,0.0,0,8.0,0
StopContainersResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
StopContainersResponse.java,0,0,0,0,0,6.0,0.0,0.0,0,8.0,0
StopContainersRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
StopContainersRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
StatisticsItemInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
StateTransitionListener.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
StateMachineFactory.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
StateMachine.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StartContainersResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StartContainersResponse.java,0,0,0,0,0,3.0,0.0,0.0,0,5.0,0
StartContainersRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
StartContainersRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
StartContainerRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
StartContainerRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
StageExecutionIntervalUnconstrained.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StageExecutionIntervalByDemand.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
StageExecutionInterval.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
StageAllocatorLowCostAligned.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
StageAllocatorGreedyRLE.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
StageAllocatorGreedy.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
StageAllocator.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
SQLServerFederationStateStore.java,98,1,0,3,1,0.0,1.0,17.0,1,4.0,25
SQLFederationStateStore.java,7009,33,4,124,33,0.0,33.0,449.0,33,4.0,1035
SpecifiedPlacementRule.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SlidingWindowRetryPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SliderFileSystem.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SliderExitCodes.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
SliderException.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
SingleConstraintAppPlacementAllocator.java,169,1,0,5,1,1.0,1.0,30.0,8,2.0,71
SingleArcTransition.java,0,0,0,0,0,3.0,0.0,0.0,0,8.0,0
SimpleTask.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
SimpleGroupsMapping.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SimpleCapacityReplanner.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SimpleCandidateNodeSet.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
SimpleBlacklistManager.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SignalContainersLauncherEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SignalContainerResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SignalContainerResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
SignalContainerRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SignalContainerRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SignalContainerCommand.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
ShellWrapper.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
ShellContainerCommand.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SharingPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SharedCacheUtil.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
SharedCacheUploadService.java,142,1,1,4,1,0.0,1.0,3.0,1,9.0,7
SharedCacheUploadEventType.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SharedCacheUploadEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
SharedCacheUploaderService.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SharedCacheUploaderMetrics.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
SharedCacheUploader.java,691,6,4,19,6,0.0,5.0,39.0,6,6.0,90
SharedCacheResourceReference.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
SharedCacheResource.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
SharedCacheManager.java,264,2,1,7,2,0.0,2.0,7.0,2,3.0,20
SharedCacheClientImpl.java,390,2,2,6,2,0.0,2.0,6.0,3,1.0,22
SharedCacheClient.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SharedCacheChecksumFactory.java,170,2,2,6,2,0.0,2.0,3.0,2,4.0,17
SharedCacheChecksum.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
SettingsBasedFPGADiscoveryStrategy.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
SetSubClusterPolicyConfigurationResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
SetSubClusterPolicyConfigurationResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
SetSubClusterPolicyConfigurationRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
SetSubClusterPolicyConfigurationRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
ServiceUtils.java,149,2,0,6,2,2.0,2.0,11.0,5,4.0,43
ServiceTimelinePublisher.java,89,1,0,3,1,0.0,1.0,6.0,1,6.0,14
ServiceTimelineMetricsConstants.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
ServiceTimelineEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
ServiceTimelineEntityType.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
ServiceTestUtils.java,385,4,1,15,4,0.0,4.0,48.0,6,9.0,66
ServiceStatus.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
ServiceState.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
