Filename,Invoked Methods
TestFederationStateStoreFacade.java,0
TestFederationStateStoreClientMetrics.java,0
TestFederationSQLServerScriptAccuracy.java,0
TestFederationRMStateStoreService.java,4
TestFederationRMFailoverProxyProvider.java,23
TestFederationRMAdminInterceptor.java,6
TestFederationRegistryClient.java,0
TestFederationProtocolRecords.java,0
TestFederationPolicyUtils.java,0
TestFederationPolicyInitializationContextValidator.java,0
TestFederationMySQLScriptAccuracy.java,0
TestFederationInterceptorSecure.java,5
TestFederationInterceptorRESTRetry.java,15
TestFederationInterceptorREST.java,0
TestFederationInterceptor.java,14
TestFederationClientInterceptorRetry.java,5
TestFederationClientInterceptor.java,7
TestFairSchedulerWithMultiResourceTypes.java,0
TestFairSchedulerUtilities.java,0
TestFairSchedulerQueueInfo.java,0
TestFairSchedulerQueueACLs.java,0
TestFairSchedulerPreemption.java,0
TestFairSchedulerPlanFollower.java,0
TestFairSchedulerOvercommit.java,0
TestFairSchedulerFairShare.java,0
TestFairSchedulerConfiguration.java,66
TestFairScheduler.java,55
TestFairQueuePlacementUtils.java,0
TestFairOrderingPolicy.java,0
TestExceptionReporter.java,0
TestEventFlow.java,0
TestEntityGroupFSTimelineStore.java,100
TestEmptyQueues.java,0
TestDSWithMultipleNodeManager.java,117
TestDSTimelineV20.java,135
TestDSTimelineV15.java,6
TestDSTimelineV10.java,25
TestDSSleepingAppMaster.java,10
TestDSFailedAppMaster.java,9
TestDSAppMaster.java,0
TestDominantResourceFairnessPolicy.java,6
TestDocumentStoreTimelineWriterImpl.java,0
TestDocumentStoreTimelineReaderImpl.java,0
TestDocumentStoreCollectionCreator.java,0
TestDocumentOperations.java,0
TestDockerVolumeCommand.java,0
TestDockerStopCommand.java,0
TestDockerStartCommand.java,0
TestDockerRunCommand.java,0
TestDockerRmCommand.java,0
TestDockerPullCommand.java,0
TestDockerLoadCommand.java,0
TestDockerKillCommand.java,0
TestDockerInspectCommand.java,0
TestDockerImagesCommand.java,0
TestDockerContainerRuntime.java,110
TestDockerContainerDeletionTask.java,0
TestDockerCommandExecutor.java,13
TestDockerClientConfigHandler.java,0
TestDockerClient.java,15
TestDistributedScheduler.java,0
TestDistributedOpportunisticContainerAllocator.java,0
TestDiskFailures.java,2
TestDirectoryCollection.java,0
TestDevicePluginAdapter.java,5
TestDeviceMappingManager.java,7
TestDeletionService.java,111
TestDelegationTokenRenewerLifecycle.java,0
TestDelegationTokenRenewer.java,42
TestDelegatingLinuxContainerRuntime.java,5
TestDefaultUpgradeComponentsFinder.java,4
TestDefaultSubClusterResolver.java,35
TestDefaultProbe.java,0
TestDefaultOOMHandler.java,0
TestDefaultContainerExecutor.java,127
TestDefaultClientProvider.java,9
TestDecommissioningNodesWatcher.java,0
TestDeactivatedLeafQueuesByLabel.java,0
TestCustomApplicationIdConversion.java,0
TestCSQueueStore.java,0
TestCSMaxRunningAppsEnforcer.java,0
TestCSMappingPlacementRule.java,23
TestCsiClient.java,5
TestCsiAdaptorService.java,10
TestCSAllocateCustomResource.java,0
TestCosmosDBDocumentStoreWriter.java,0
TestCosmosDBDocumentStoreReader.java,0
TestCoreFileSystem.java,0
TestConverterUtils.java,0
TestConvertedConfigValidator.java,0
TestContinuousScheduling.java,9
TestContextProcessor.java,0
TestContainersMonitorResourceChange.java,0
TestContainersMonitor.java,63
TestContainersLauncher.java,0
TestContainerSchedulerRecovery.java,0
TestContainerSchedulerQueuing.java,2
TestContainerSchedulerOppContainersByResources.java,2
TestContainerSchedulerBehaviorCompatibility.java,0
TestContainerResourceUsage.java,0
TestContainerResourceIncreaseRPC.java,33
TestContainerResizing.java,2
TestContainerRelaunch.java,0
TestContainerReapContext.java,0
TestContainerMetrics.java,0
TestContainerManagerWithLCE.java,0
TestContainerManagerSecurity.java,52
TestContainerManagerRecovery.java,0
TestContainerManager.java,69
TestContainerLogsUtils.java,6
TestContainerLogsPage.java,58
TestContainerLocalizer.java,62
TestContainerLaunchRPC.java,35
TestContainerLaunchParameterized.java,0
TestContainerLaunch.java,318
TestContainerId.java,0
TestContainerExecutor.java,22
TestContainerCleanup.java,0
TestContainerAllocation.java,17
TestContainer.java,660
TestConfigurationUpdateAssembler.java,0
TestConfigurationProperties.java,0
TestConfigurationNodeLabelsProvider.java,4
TestConfigurationNodeAttributesProvider.java,27
TestConfigurationMutationACLPolicies.java,0
TestConfigurableResource.java,0
TestComputeFairShares.java,0
TestComponentRestartPolicy.java,0
TestComponentInstance.java,0
TestComponentDecommissionInstances.java,6
TestComponent.java,0
TestCompareResourceCalculators.java,9
TestCommonViews.java,0
TestCommonNodeLabelsManager.java,66
TestCombinedSystemMetricsPublisher.java,19
TestClusterNodeTracker.java,0
TestClusterMetrics.java,0
TestClusterCLI.java,0
TestClientToAMTokens.java,38
TestClientSCMProtocolService.java,0
TestClientRMTokens.java,103
TestClientRMService.java,200
TestClientRMProxy.java,4
TestClient.java,0
TestCleanupAfterKill.java,3
TestCleanerTask.java,0
TestCleanerMetrics.java,0
TestCircularIterator.java,2
TestChildQueueOrder.java,3
TestCGroupsResourceCalculator.java,48
TestCGroupsMemoryResourceHandlerImpl.java,9
TestCgroupsLCEResourcesHandler.java,44
TestCGroupsHandlerImpl.java,118
TestCGroupsCpuResourceHandlerImpl.java,13
TestCGroupsBlkioResourceHandlerImpl.java,0
TestCGroupElasticMemoryController.java,136
TestCentralizedOpportunisticContainerAllocator.java,0
TestCapacitySchedulerWorkflowPriorityMapping.java,0
TestCapacitySchedulerWithMultiResourceTypes.java,2
TestCapacitySchedulerWeightMode.java,27
TestCapacitySchedulerSurgicalPreemption.java,0
TestCapacitySchedulerSchedulingRequestUpdate.java,0
TestCapacitySchedulerQueues.java,90
TestCapacitySchedulerQueueMappingFactory.java,92
TestCapacitySchedulerQueueACLs.java,0
TestCapacitySchedulerPlanFollower.java,0
TestCapacitySchedulerPerf.java,0
TestCapacitySchedulerOvercommit.java,0
TestCapacitySchedulerNodes.java,0
TestCapacitySchedulerNodeLabelUpdate.java,15
TestCapacitySchedulerNewQueueAutoCreation.java,19
TestCapacitySchedulerMultiNodesWithPreemption.java,3
TestCapacitySchedulerMultiNodes.java,3
TestCapacitySchedulerMetrics.java,14
TestCapacitySchedulerMaxParallelApps.java,0
TestCapacitySchedulerLazyPreemption.java,0
TestCapacitySchedulerDynamicBehavior.java,11
TestCapacitySchedulerConfigValidator.java,65
TestCapacitySchedulerConfiguration.java,0
TestCapacitySchedulerAutoQueueCreation.java,449
TestCapacitySchedulerAutoCreatedQueuePreemption.java,0
TestCapacitySchedulerAutoCreatedQueueBase.java,0
TestCapacitySchedulerAsyncScheduling.java,9
TestCapacitySchedulerApps.java,10
TestCapacitySchedulerAmbiguousLeafs.java,0
TestCapacityScheduler.java,34
TestCapacityOverTimePolicy.java,0
TestBuildExternalComponents.java,0
TestBroadcastAMRMProxyFederationPolicy.java,0
TestBoundedAppender.java,0
TestBlacklistManager.java,0
TestBatchedRequestsIterators.java,0
TestAuxServices.java,211
TestAutoCreatedQueueTemplate.java,0
TestAutoCreatedQueueDeletionPolicy.java,0
TestAsyncDispatcher.java,151
TestASMStateMachine.java,0
TestAppSchedulingInfo.java,0
TestAppsBlock.java,0
TestApps.java,0
TestAppRunnability.java,0
TestAppReportFetcher.java,8
TestAppPage.java,3
TestAppNameMappingPlacementRule.java,0
TestAppManagerWithFairScheduler.java,12
TestAppManager.java,39
TestAppLogAggregatorImpl.java,0
TestApplicatonReport.java,0
TestApplicationSubmissionContextPBImpl.java,0
TestApplicationSubmissionContextInterceptor.java,0
TestApplicationsRequestBuilder.java,0
TestApplicationPriorityACLs.java,10
TestApplicationPriorityACLConfiguration.java,0
TestApplicationPriority.java,0
TestApplicationMasterServiceWithFS.java,8
TestApplicationMasterServiceProtocolOnHA.java,0
TestApplicationMasterServiceProtocolForTimelineV2.java,0
TestApplicationMasterServiceInterceptor.java,0
TestApplicationMasterServiceFair.java,12
TestApplicationMasterServiceCapacity.java,62
TestApplicationMasterLauncher.java,27
TestApplicationMasterExpiry.java,0
TestApplicationLimitsByPartition.java,0
TestApplicationLimits.java,0
TestApplicationLifetimeMonitor.java,202
TestApplicationId.java,0
TestApplicationHistoryServer.java,67
TestApplicationHistoryManagerOnTimelineStore.java,37
TestApplicationHistoryManagerImpl.java,0
TestApplicationHistoryClientService.java,19
TestApplicationEntity.java,0
TestApplicationClientProtocolRecords.java,44
TestApplicationClientProtocolOnHA.java,0
TestApplicationCleanup.java,0
TestApplicationAttemptId.java,0
TestApplicationACLsManager.java,0
TestApplicationACLs.java,6
TestApplication.java,307
TestAppLevelTimelineCollector.java,0
TestAppJsonResolve.java,0
TestAppCatalogSolrClient.java,1
TestApiServiceClient.java,52
TestApiServer.java,0
TestAoclOutputParser.java,0
TestAMRMTokens.java,132
TestAMRMRPCResponseId.java,5
TestAMRMRPCNodeUpdates.java,0
TestAMRMProxyTokenSecretManager.java,4
TestAMRMProxyService.java,30
TestAMRMProxyMetrics.java,3
TestAMRMProxy.java,118
TestAMRMClientRelayerMetrics.java,6
TestAMRMClientRelayer.java,3
TestAMRMClientPlacementConstraints.java,0
TestAMRMClientOnRMRestart.java,24
TestAMRMClientContainerRequest.java,0
TestAMRMClientAsync.java,12
TestAMRMClient.java,631
TestAMRestart.java,16
TestAMLivelinessMonitor.java,0
TestAMLaunchFailure.java,0
TestAmFilterInitializer.java,0
TestAmFilter.java,6
TestAMAuthorization.java,8
TestAMAllocatedToNonExclusivePartition.java,0
TestAllocationTagsNamespace.java,31
TestAllocationTagsManager.java,9
TestAllocationFileLoaderService.java,22
TestAllocationBasedResourceUtilizationTracker.java,0
TestAlignedPlanner.java,21
TestAHSWebServices.java,35
TestAHSWebApp.java,0
TestAHSv2ClientImpl.java,0
TestAHSClient.java,26
TestAggregatedLogsBlock.java,8
TestAggregatedLogFormat.java,51
TestAggregatedLogDeletionService.java,0
TestAdHocLogDumper.java,0
TestActivitiesManager.java,0
TestAbstractYarnScheduler.java,389
TestAbstractProviderService.java,0
TestAbstractLauncher.java,0
TestAbstractClientProvider.java,22
TestAbsoluteResourceWithAutoQueue.java,56
TestAbsoluteResourceConfiguration.java,32
TestableFederationRMAdminInterceptor.java,0
TestableFederationInterceptorREST.java,13
TestableFederationInterceptor.java,5
TestableFederationClientInterceptor.java,14
TerminalServlet.java,0
TempUserPerPartition.java,0
TempSchedulerNode.java,0
TempQueuePerPartition.java,0
TempAppPerPartition.java,0
TeardownTask.java,0
TaskType.java,0
TaskStatus.java,0
TaskId.java,0
Task.java,0
Task.java,0
TargetApplicationsNamespace.java,2
TargetApplications.java,0
TarballProviderService.java,0
TarballProviderFactory.java,0
TarballClientProvider.java,0
TagAddProcessor.java,0
SystemServiceManagerImpl.java,54
SystemServiceManager.java,0
SystemMetricsPublisher.java,0
SystemClock.java,0
SubView.java,0
SubmitApplicationResponsePBImpl.java,0
SubmitApplicationResponse.java,0
SubmitApplicationRequestPBImpl.java,0
SubmitApplicationRequest.java,0
SubmissionContextPreProcessor.java,24
SubClusterState.java,0
SubClusterResult.java,0
SubClusterResolver.java,0
SubClusterRegisterResponsePBImpl.java,0
SubClusterRegisterResponse.java,0
SubClusterRegisterRequestPBImpl.java,0
SubClusterRegisterRequest.java,0
SubClusterPolicyConfigurationPBImpl.java,0
SubClusterPolicyConfiguration.java,0
SubClusterInfoPBImpl.java,0
SubClusterInfo.java,0
SubClusterIdPBImpl.java,0
SubClusterIdInfo.java,0
SubClusterId.java,0
SubClusterHeartbeatResponsePBImpl.java,0
SubClusterHeartbeatResponse.java,0
SubClusterHeartbeatRequestPBImpl.java,0
SubClusterHeartbeatRequest.java,0
SubClusterDeregisterResponsePBImpl.java,0
SubClusterDeregisterResponse.java,0
SubClusterDeregisterRequestPBImpl.java,0
SubClusterDeregisterRequest.java,0
SubClusterCleaner.java,17
SubApplicationTableRW.java,0
SubApplicationTable.java,0
SubApplicationRowKeyPrefix.java,0
SubApplicationRowKey.java,0
SubApplicationEntityReader.java,3
SubApplicationEntity.java,0
SubApplicationColumnPrefix.java,0
SubApplicationColumnFamily.java,0
SubApplicationColumn.java,0
StringKeyConverter.java,0
StringHelper.java,0
StringAttributeValue.java,0
StrictPreemptionContractPBImpl.java,0
StrictPreemptionContract.java,0
StoreOp.java,0
StoreNewClusterNodeLabels.java,0
StoreLimitException.java,0
StoreFencedException.java,0
StopContainersResponsePBImpl.java,0
StopContainersResponse.java,0
StopContainersRequestPBImpl.java,0
StopContainersRequest.java,0
StatisticsItemInfo.java,0
StateTransitionListener.java,0
StateMachineFactory.java,0
StateMachine.java,0
StartContainersResponsePBImpl.java,0
StartContainersResponse.java,0
StartContainersRequestPBImpl.java,0
StartContainersRequest.java,0
StartContainerRequestPBImpl.java,0
StartContainerRequest.java,0
StageExecutionIntervalUnconstrained.java,0
StageExecutionIntervalByDemand.java,0
StageExecutionInterval.java,0
StageAllocatorLowCostAligned.java,0
StageAllocatorGreedyRLE.java,0
StageAllocatorGreedy.java,0
StageAllocator.java,0
SQLServerFederationStateStore.java,17
SQLFederationStateStore.java,449
SpecifiedPlacementRule.java,0
SlidingWindowRetryPolicy.java,0
SliderFileSystem.java,0
SliderExitCodes.java,0
SliderException.java,0
SingleConstraintAppPlacementAllocator.java,30
SingleArcTransition.java,0
SimpleTask.java,0
SimpleGroupsMapping.java,0
SimpleCapacityReplanner.java,0
SimpleCandidateNodeSet.java,0
SimpleBlacklistManager.java,0
SignalContainersLauncherEvent.java,0
SignalContainerResponsePBImpl.java,0
SignalContainerResponse.java,0
SignalContainerRequestPBImpl.java,0
SignalContainerRequest.java,0
SignalContainerCommand.java,0
ShellWrapper.java,0
ShellContainerCommand.java,0
SharingPolicy.java,0
SharedCacheUtil.java,0
SharedCacheUploadService.java,3
SharedCacheUploadEventType.java,0
SharedCacheUploadEvent.java,0
SharedCacheUploaderService.java,0
SharedCacheUploaderMetrics.java,0
SharedCacheUploader.java,39
SharedCacheResourceReference.java,0
SharedCacheResource.java,0
SharedCacheManager.java,7
SharedCacheClientImpl.java,6
SharedCacheClient.java,0
SharedCacheChecksumFactory.java,3
SharedCacheChecksum.java,0
SettingsBasedFPGADiscoveryStrategy.java,0
SetSubClusterPolicyConfigurationResponsePBImpl.java,0
SetSubClusterPolicyConfigurationResponse.java,0
SetSubClusterPolicyConfigurationRequestPBImpl.java,0
SetSubClusterPolicyConfigurationRequest.java,0
ServiceUtils.java,11
ServiceTimelinePublisher.java,6
ServiceTimelineMetricsConstants.java,0
ServiceTimelineEvent.java,0
ServiceTimelineEntityType.java,0
ServiceTestUtils.java,48
ServiceStatus.java,0
ServiceState.java,0
ServiceScheduler.java,90
ServiceRegistryUtils.java,4
ServiceMonitor.java,0
ServiceMetricsSink.java,0
ServiceMetrics.java,0
ServiceMaster.java,21
ServiceManager.java,79
ServiceLaunchException.java,0
ServiceEventType.java,0
ServiceEvent.java,0
ServiceContext.java,0
ServiceClientTest.java,0
ServiceClient.java,56
ServiceApiUtil.java,16
ServiceApiConstants.java,0
Service.java,0
ServerRMProxy.java,0
ServerProxy.java,0
SerializedExceptionPBImpl.java,6
SerializedException.java,0
SerializedApplicationReport.java,1
SerialIterator.java,0
Separator.java,0
SecondaryGroupExistingPlacementRule.java,1
ScriptBasedNodeLabelsProvider.java,0
ScriptBasedNodeAttributesProvider.java,2
ScriptBasedFPGADiscoveryStrategy.java,0
SCMWebServer.java,0
SCMUploaderProtocolPBServiceImpl.java,4
SCMUploaderProtocolPBClientImpl.java,4
SCMUploaderProtocolPB.java,0
SCMUploaderProtocol.java,0
SCMUploaderNotifyResponsePBImpl.java,0
SCMUploaderNotifyResponse.java,0
SCMUploaderNotifyRequestPBImpl.java,0
SCMUploaderNotifyRequest.java,0
SCMUploaderCanUploadResponsePBImpl.java,0
SCMUploaderCanUploadResponse.java,0
SCMUploaderCanUploadRequestPBImpl.java,0
SCMUploaderCanUploadRequest.java,0
SCMStoreBaseTest.java,0
SCMStore.java,1
SCMOverviewPage.java,0
SCMMetricsInfo.java,0
SCMController.java,0
SCMAdminProtocolService.java,3
SCMAdminProtocolPBServiceImpl.java,2
SCMAdminProtocolPBClientImpl.java,2
SCMAdminProtocolPB.java,0
SCMAdminProtocol.java,0
SCMAdmin.java,30
SchemaCreator.java,0
SchedulingResponse.java,0
SchedulingRequestWithPlacementAttempt.java,0
SchedulingRequestPBImpl.java,0
SchedulingRequest.java,0
SchedulingPolicy.java,1
SchedulingMonitorManager.java,7
SchedulingMonitor.java,6
SchedulingMode.java,0
SchedulingEditPolicy.java,0
SchedulerUtils.java,2
SchedulerTypeInfo.java,0
SchedulerSecurityInfo.java,0
SchedulerRequestKey.java,0
SchedulerQueueManager.java,0
SchedulerQueue.java,0
SchedulerPlacementProcessor.java,0
SchedulerPageUtil.java,0
SchedulerOverviewInfo.java,0
SchedulerNodeReport.java,0
SchedulerNode.java,0
SchedulerInvalidResoureRequestException.java,0
SchedulerInfo.java,0
SchedulerHealth.java,0
SchedulerEventType.java,0
SchedulerEvent.java,0
SchedulerDynamicEditException.java,0
SchedulerContainer.java,0
SchedulerAppUtils.java,0
SchedulerAppReport.java,0
SchedulerApplicationAttempt.java,229
SchedulerApplication.java,0
SchedulableEntity.java,0
Schedulable.java,0
SchedContainerChangeRequest.java,0
SchedConfUpdateInfo.java,0
SchedConfCLI.java,98
SampleContainerLogAggregationPolicy.java,6
RunSharedCacheCleanerTaskResponsePBImpl.java,0
RunSharedCacheCleanerTaskResponse.java,0
RunSharedCacheCleanerTaskRequestPBImpl.java,0
RunSharedCacheCleanerTaskRequest.java,0
RuncManifestToResourcesPlugin.java,0
RuncImageTagToManifestPlugin.java,0
RuncContainerRuntime.java,70
RuncContainerExecutorConfig.java,0
RPCUtil.java,8
RpcServerFactoryPBImpl.java,16
RpcServerFactory.java,0
RpcFactoryProvider.java,4
RpcClientFactoryPBImpl.java,11
RpcClientFactory.java,0
RowKeyPrefix.java,0
RowCountHandler.java,0
RouterYarnClientUtils.java,0
RouterWebServiceUtil.java,32
RouterWebServices.java,12
RouterWebApp.java,0
RouterView.java,0
RouterStoreTokenPBImpl.java,0
RouterStoreTokenHandler.java,3
RouterStoreToken.java,0
RouterServerUtil.java,31
RouterSchedulerMetrics.java,18
RouterRMTokenResponsePBImpl.java,0
RouterRMTokenResponse.java,0
RouterRMTokenRequestPBImpl.java,0
RouterRMTokenRequest.java,0
RouterRMDTSecretManagerState.java,0
RouterRMAdminService.java,5
RouterPolicyProvider.java,0
RouterPolicyFacade.java,6
RouterMetrics.java,0
RouterMasterKeyResponsePBImpl.java,0
RouterMasterKeyResponse.java,0
RouterMasterKeyRequestPBImpl.java,0
RouterMasterKeyRequest.java,0
RouterMasterKeyPBImpl.java,0
RouterMasterKeyHandler.java,2
RouterMasterKey.java,0
RouterInfo.java,0
RouterDelegationTokenSupport.java,7
RouterDelegationTokenSecretManager.java,57
RouterController.java,0
RouterClusterMetrics.java,70
RouterClientRMService.java,6
RouterCLI.java,0
RouterBlock.java,20
RouterAuditLogger.java,0
RouterAppInfoCacheKey.java,0
Router.java,9
Router.java,10
RootQueueCapacityCalculator.java,0
RootCalculationDriver.java,0
RollingLevelDBTimelineStore.java,448
RollingLevelDB.java,19
RollbackResponsePBImpl.java,0
RollbackResponse.java,0
RobotsTextPage.java,0
RMWSConsts.java,0
RMWebServices.java,327
RMWebServiceProtocol.java,0
RMWebAppUtil.java,15
RMWebAppFilter.java,14
RMWebApp.java,0
RmView.java,0
RMTimelineCollectorManager.java,0
RMStateVersionIncompatibleException.java,0
RMStateUpdateAppEvent.java,0
RMStateUpdateAppAttemptEvent.java,0
RMStateStoreUtils.java,7
RMStateStoreTestBase.java,5
RMStateStoreStoreReservationEvent.java,0
RMStateStoreRMDTMasterKeyEvent.java,0
RMStateStoreRMDTEvent.java,0
RMStateStoreRemoveAppEvent.java,0
RMStateStoreRemoveAppAttemptEvent.java,0
RMStateStoreProxyCAEvent.java,0
RMStateStoreFactory.java,0
RMStateStoreEventType.java,0
RMStateStoreEvent.java,0
RMStateStoreAppEvent.java,0
RMStateStoreAppAttemptEvent.java,0
RMStateStoreAMRMTokenEvent.java,0
RMStateStore.java,105
RMServiceContext.java,0
RMServerUtils.java,7
RMSecretManagerService.java,1
RMQueueAclInfo.java,0
RMProxy.java,3
RMPolicyProvider.java,0
RMNodeUpdateContainerEvent.java,0
RMNodeStatusEvent.java,0
RMNodeStartedEvent.java,0
RMNodeSignalContainerEvent.java,0
RMNodeResourceUpdateEvent.java,0
RMNodeReconnectEvent.java,0
RMNodeLabelsMappingProvider.java,0
RMNodeLabelsManager.java,95
RMNodeLabel.java,0
RMNodeImpl.java,54
RMNodeFinishedContainersPulledByAMEvent.java,0
RMNodeEventType.java,0
RMNodeEvent.java,0
RMNodeDecommissioningEvent.java,0
RMNodeCleanContainerEvent.java,0
RMNodeCleanAppEvent.java,0
RMNodeAttribute.java,0
RMNode.java,0
RMNMSecurityInfoClass.java,0
RMNMInfoBeans.java,0
RMNMInfo.java,2
RMInfoMXBean.java,0
RMInfo.java,2
RMHAUtils.java,2
RMHATestBase.java,0
RMHAServiceTarget.java,0
RMFatalEventType.java,0
RMFatalEvent.java,0
RMFailoverProxyProvider.java,0
RMErrorsAndWarningsPage.java,0
RMDelegationTokenSelector.java,0
RMDelegationTokenSecretManager.java,45
RMDelegationTokenIdentifierForTest.java,0
RMDelegationTokenIdentifierData.java,0
RMDelegationTokenIdentifier.java,11
RMDelegatedNodeLabelsUpdater.java,9
RMCriticalThreadUncaughtExceptionHandler.java,0
RmController.java,0
RMContextImpl.java,6
RMContext.java,0
RMContainerUpdatesAcquiredEvent.java,0
RMContainerTokenSecretManager.java,20
RMContainerState.java,0
RMContainerReservedEvent.java,0
RMContainerRecoverEvent.java,0
RMContainerNMDoneChangeResourceEvent.java,0
RMContainerImpl.java,72
RMContainerFinishedEvent.java,0
RMContainerEventType.java,0
RMContainerEvent.java,0
RMContainerBlock.java,0
RMContainer.java,0
RMAuthenticationFilterInitializer.java,0
RMAuthenticationFilter.java,0
RMAuditLogger.java,1
RMAppToMonitor.java,0
RMAppState.java,0
RMAppStartAttemptEvent.java,0
RMAppsBlock.java,0
RMAppRunningOnNodeEvent.java,0
RMAppRecoverEvent.java,0
RMAppNodeUpdateEvent.java,0
RMAppMetrics.java,0
RMAppManagerEventType.java,0
RMAppManagerEvent.java,0
RMAppManager.java,70
RMAppLogAggregationStatusBlock.java,2
RMAppLogAggregation.java,49
RMAppLifetimeMonitor.java,0
RMApplicationHistoryWriter.java,41
RMAppKillByClientEvent.java,0
RMAppImpl.java,160
RMAppFailedAttemptEvent.java,0
RMAppEventType.java,0
RMAppEvent.java,0
RMAppBlock.java,0
RMAppAttemptUnregistrationEvent.java,0
RMAppAttemptStatusupdateEvent.java,0
RMAppAttemptState.java,0
RMAppAttemptRegistrationEvent.java,0
RMAppAttemptMetrics.java,4
RMAppAttemptImpl.java,121
RMAppAttemptEventType.java,0
RMAppAttemptEvent.java,0
RMAppAttemptContainerFinishedEvent.java,0
RMAppAttemptBlock.java,0
RMAppAttempt.java,0
RMApp.java,0
RMAdminRequestInterceptor.java,0
RMAdminProtocolMethod.java,29
RMAdminCLI.java,67
RMActiveServiceContext.java,2
RLESparseResourceAllocation.java,87
ResultSetHandler.java,0
RESTRequestInterceptor.java,0
RestartContainerResponsePBImpl.java,0
RestartContainerResponse.java,0
RestApiErrorMessages.java,0
RestApiConstants.java,0
ResponseInfo.java,0
ResourceView.java,0
ResourceVector.java,0
ResourceUtils.java,6
ResourceUtilizationTracker.java,0
ResourceUtilizationPBImpl.java,0
ResourceUtilizationInfo.java,0
ResourceUtilization.java,0
ResourceUsageMultiNodeLookupPolicy.java,0
ResourceUsage.java,13
ResourceTypesTestHelper.java,0
ResourceTypes.java,0
ResourceTypeInfoPBImpl.java,0
ResourceTypeInfo.java,0
ResourceTrackerService.java,68
ResourceTrackerPBServiceImpl.java,6
ResourceTrackerPBClientImpl.java,6
ResourceTrackerPB.java,0
ResourceTracker.java,0
ResourceStatusType.java,0
ResourceState.java,0
ResourceSizingPBImpl.java,0
ResourceSizing.java,0
ResourcesInfo.java,0
ResourcesExceptionUtil.java,0
ResourceSet.java,0
ResourceScheduler.java,0
Resources.java,52
ResourceRequestsXmlVerifications.java,0
ResourceRequestsJsonVerifications.java,0
ResourceRequestSetKey.java,0
ResourceRequestSet.java,0
ResourceRequestPBImpl.java,0
ResourceRequestInfo.java,0
ResourceRequestEvent.java,0
ResourceRequest.java,0
ResourceReleaseEvent.java,0
ResourceRecoveredEvent.java,0
ResourceProfilesNotEnabledException.java,0
ResourceProfilesManagerImpl.java,0
ResourceProfilesManager.java,0
ResourcePluginManager.java,3
ResourcePlugin.java,0
ResourcePBImpl.java,0
ResourceOverCommitException.java,0
ResourceOptionPBImpl.java,0
ResourceOptionInfo.java,0
ResourceOption.java,0
ResourceNotFoundException.java,0
ResourceMetricsChecker.java,0
ResourceMappings.java,2
ResourceManagerMXBean.java,0
ResourceManagerConstants.java,0
ResourceManagerAdministrationProtocolPBServiceImpl.java,32
ResourceManagerAdministrationProtocolPBClientImpl.java,33
ResourceManagerAdministrationProtocolPB.java,0
ResourceManagerAdministrationProtocol.java,0
ResourceManager.java,87
ResourceLocalizedEvent.java,0
ResourceLocalizationSpecPBImpl.java,0
ResourceLocalizationSpec.java,0
ResourceLocalizationService.java,291
ResourceLocalizationResponsePBImpl.java,0
ResourceLocalizationResponse.java,0
ResourceLocalizationRequestPBImpl.java,0
ResourceLocalizationRequest.java,0
ResourceLimits.java,0
ResourceInformationsInfo.java,0
ResourceInformation.java,0
ResourceInformation.java,0
ResourceInfo.java,0
ResourceHandlerModule.java,0
ResourceHandlerException.java,0
ResourceHandlerChain.java,0
ResourceHandler.java,0
ResourceFailedLocalizationEvent.java,0
ResourceEventType.java,0
ResourceEvent.java,0
ResourceCommitRequest.java,0
ResourceCalculatorProcessTree.java,4
ResourceCalculatorPlugin.java,3
ResourceCalculator.java,0
ResourceCalculationDriver.java,16
ResourceBlacklistRequestPBImpl.java,0
ResourceBlacklistRequest.java,0
ResourceAllocationRequestPBImpl.java,0
ResourceAllocationRequest.java,0
ResourceAllocationInfo.java,0
ResourceAllocationCommitter.java,0
Resource.java,0
Resource.java,3
ReservedContainerCandidatesSelector.java,0
ReservationUpdateResponsePBImpl.java,0
ReservationUpdateResponseInfo.java,0
ReservationUpdateResponse.java,0
ReservationUpdateRequestPBImpl.java,0
ReservationUpdateRequestInfo.java,0
ReservationUpdateRequest.java,0
ReservationSystemUtil.java,0
ReservationSystemTestUtil.java,3
ReservationSystem.java,0
ReservationSubmissionResponsePBImpl.java,0
ReservationSubmissionResponse.java,0
ReservationSubmissionRequestPBImpl.java,0
ReservationSubmissionRequestInfo.java,0
ReservationSubmissionRequest.java,0
ReservationSchedulerConfiguration.java,0
ReservationsACLsManager.java,0
ReservationRequestsPBImpl.java,0
ReservationRequestsInfo.java,0
ReservationRequests.java,0
ReservationRequestPBImpl.java,0
ReservationRequestInterpreter.java,0
ReservationRequestInfo.java,0
ReservationRequest.java,0
ReservationQueueConfiguration.java,0
ReservationQueue.java,12
ReservationListResponsePBImpl.java,0
ReservationListResponse.java,0
ReservationListRequestPBImpl.java,0
ReservationListRequest.java,0
ReservationListInfo.java,0
ReservationInvariantsChecker.java,10
ReservationInterval.java,0
ReservationInputValidator.java,7
ReservationInfo.java,0
ReservationIdPBImpl.java,0
ReservationId.java,0
ReservationHomeSubClusterPBImpl.java,0
ReservationHomeSubCluster.java,0
ReservationDeleteResponsePBImpl.java,0
ReservationDeleteResponseInfo.java,0
ReservationDeleteResponse.java,0
ReservationDeleteRequestPBImpl.java,0
ReservationDeleteRequestInfo.java,0
