CatchAndDoNothing,CatchAndReturnNull,CatchLOC,CatchQuantity,CatchRecoverability,CatchSLOC,DummyCatch,ExceptionHandlingStrategy,FlowHandlingActions,FlowQuantity,IncompleteImplementation,Invoked Methods,LogAndThrow,OverCatch,ThrowKitchenSink,Try Quantity,5,TrySLOC
12.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0,9.0,0
28.0,6.0,719,6,0,17,4,0.0,6,6.0,0.0,23.0,0.0,1.0,0.0,7,3.0,59
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,5.0,6.0,9.0,3.0,1,8.0,8
45.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,10.0,1.0,8.0,3.0,1,7.0,20
37.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,7.0,0,1.0,0
268.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,0.0,0,9.0,0
10.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,2.0,0,7.0,0
32.0,0.0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0
10.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,0.0,0,3.0,0
147.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,9.0,0,9.0,0
0.0,7.0,248,3,0,9,3,0.0,3,3.0,0.0,9.0,1.0,5.0,5.0,3,0.0,17
180.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,4.0,0,4.0,0
50.0,3.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,6.0,1.0,7.0,0,2.0,0
10.0,3.0,55,1,0,3,1,0.0,1,1.0,0.0,63.0,0.0,8.0,0.0,4,9.0,119
26.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,3.0,0,8.0,0
33.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0,2.0,0
6.0,4.0,69,1,0,3,1,7.0,1,1.0,0.0,2.0,6.0,9.0,6.0,1,1.0,6
14.0,6.0,65,1,0,3,1,0.0,1,1.0,0.0,2.0,1.0,7.0,2.0,1,7.0,6
316.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,9.0,0,2.0,0
4.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.0,0,5.0,0
42.0,2.0,364,2,1,9,0,0.0,2,2.0,0.0,33.0,6.0,8.0,8.0,3,6.0,51
28.0,1.0,81,1,0,3,1,0.0,1,1.0,0.0,2.0,6.0,1.0,8.0,1,0.0,5
3.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,4.0,0,4.0,0
28.0,7.0,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,6.0,0
28.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,4.0,0,6.0,0
2.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,5.0,0,8.0,0
28.0,9.0,661,5,0,21,1,0.0,5,5.0,0.0,52.0,0.0,9.0,2.0,7,7.0,89
180.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,9.0,4.0,0,5.0,0
14.0,5.0,1605,17,0,53,16,0.0,17,17.0,0.0,69.0,6.0,8.0,1.0,17,9.0,116
10.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,6.0,6.0,5.0,8.0,1,2.0,16
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,58.0,6.0,7.0,5.0,1,3.0,92
49.0,7.0,407,5,0,15,5,0.0,5,5.0,0.0,62.0,6.0,0.0,8.0,6,1.0,88
0.0,2.0,364,2,1,9,0,2.0,2,2.0,0.0,35.0,6.0,4.0,1.0,3,2.0,56
12.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,5.0,0,0.0,0
0.0,9.0,2225,15,0,56,12,0.0,15,15.0,0.0,318.0,1.0,2.0,5.0,27,0.0,580
32.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0,7.0,0
247.0,4.0,258,2,0,6,2,0.0,2,2.0,0.0,22.0,0.0,7.0,9.0,3,3.0,45
43.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,9.0,0,6.0,0
11.0,8.0,152,2,0,6,2,0.0,2,2.0,0.0,17.0,0.0,2.0,6.0,4,0.0,36
2.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,660.0,0.0,4.0,3.0,34,1.0,762
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,3.0,0
4.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,3.0,0,8.0,0
1.0,8.0,99,1,0,4,0,0.0,1,1.0,0.0,4.0,1.0,3.0,0.0,1,9.0,6
0.0,0.0,607,4,0,17,0,1.0,4,4.0,0.0,27.0,0.0,6.0,0.0,4,2.0,35
2.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.0,0,7.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,4.0,0
36.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,8.0,0,7.0,0
7.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,9.0,0,7.0,0
16.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,7.0,0,0.0,0
268.0,4.0,80,1,0,4,0,0.0,1,1.0,0.0,6.0,0.0,6.0,5.0,1,0.0,8
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,5.0,2.0,0,8.0,0
28.0,6.0,326,3,3,9,3,0.0,3,3.0,0.0,9.0,0.0,0.0,5.0,3,1.0,30
25.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,1.0,0,9.0,0
1.0,5.0,1477,21,0,68,16,0.0,21,21.0,0.0,66.0,0.0,4.0,1.0,21,3.0,122
33.0,8.0,164,1,0,4,0,0.0,1,1.0,0.0,19.0,6.0,6.0,2.0,2,5.0,31
104.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0,5.0,0
0.0,8.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0,1.0,0
14.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,0.0,0,8.0,0
4.0,4.0,1018,6,2,22,5,0.0,6,6.0,0.0,38.0,0.0,6.0,1.0,6,2.0,74
5.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,0
0.0,4.0,1040,13,0,40,12,13.0,13,8.0,0.0,103.0,1.0,6.0,5.0,9,2.0,219
15.0,7.0,3743,41,0,121,41,0.0,41,40.0,0.0,200.0,6.0,8.0,3.0,43,7.0,325
277.0,1.0,226,2,0,5,2,1.0,2,2.0,0.0,4.0,6.0,9.0,0.0,2,4.0,11
271.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,9.0,0,7.0,0
10.0,4.0,103,1,1,3,1,2.0,1,1.0,0.0,3.0,1.0,2.0,9.0,1,9.0,7
11.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,9.0,0,4.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,8.0,0,1.0,0
0.0,6.0,44,1,0,2,1,0.0,1,1.0,0.0,2.0,0.0,9.0,6.0,1,0.0,8
0.0,9.0,177,1,0,3,1,0.0,1,1.0,0.0,3.0,1.0,5.0,8.0,1,8.0,6
2.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,48.0,6.0,2.0,9.0,6,3.0,143
12.0,3.0,352,4,0,10,4,1.0,4,4.0,0.0,9.0,0.0,8.0,7.0,4,9.0,24
45.0,4.0,124,2,0,4,2,0.0,2,2.0,0.0,44.0,6.0,4.0,8.0,5,5.0,53
170.0,7.0,1645,10,0,36,4,0.0,10,10.0,0.0,118.0,1.0,4.0,9.0,12,0.0,205
25.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,13.0,0.0,5.0,6.0,1,4.0,18
7.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,3.0,0,2.0,0
147.0,6.0,93,1,0,3,1,0.0,1,1.0,0.0,136.0,0.0,5.0,0.0,6,5.0,160
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,7.0,0
1.0,8.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0,1.0,0
2.0,6.0,115,2,0,6,2,0.0,2,2.0,0.0,2.0,1.0,9.0,6.0,2,1.0,10
12.0,4.0,83,1,0,3,1,0.0,1,1.0,0.0,27.0,1.0,8.0,0.0,3,3.0,39
172.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,6.0,0,7.0,0
140.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,5.0,5.0,0,1.0,0
16.0,2.0,2333,17,0,49,15,0.0,17,17.0,0.0,90.0,0.0,7.0,4.0,18,5.0,148
2.0,3.0,221,2,0,4,2,0.0,2,2.0,0.0,92.0,0.0,5.0,8.0,7,4.0,151
10.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,1.0,0,6.0,0
1.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,2.0,0,1.0,0
320.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,3.0,0,0.0,0
187.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0,5.0,0
37.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,5.0,0,2.0,0
265.0,9.0,430,2,0,7,1,1.0,2,2.0,0.0,15.0,6.0,6.0,4.0,2,7.0,21
25.0,4.0,684,7,0,20,5,0.0,7,7.0,0.0,19.0,6.0,1.0,1.0,7,3.0,44
45.0,3.0,80,1,0,3,1,0.0,1,1.0,0.0,3.0,0.0,5.0,9.0,1,1.0,6
64.0,1.0,99,1,0,3,1,0.0,1,1.0,0.0,3.0,0.0,4.0,9.0,1,5.0,6
0.0,5.0,202,2,0,6,2,0.0,2,2.0,0.0,14.0,6.0,2.0,0.0,2,5.0,24
12.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,5.0,0,9.0,0
140.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,5.0,0,1.0,0
235.0,6.0,269,4,0,8,4,0.0,4,4.0,0.0,11.0,6.0,5.0,1.0,4,6.0,30
292.0,1.0,1416,10,0,31,9,1.0,10,10.0,0.0,65.0,6.0,0.0,7.0,10,9.0,90
28.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0,4.0,0
49.0,1.0,733,6,0,15,6,0.0,6,6.0,0.0,449.0,0.0,3.0,6.0,21,3.0,793
3.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0,1.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,0,2.0,0
4.0,5.0,232,3,0,10,2,0.0,3,3.0,0.0,9.0,0.0,3.0,8.0,3,6.0,17
10.0,1.0,275,4,0,9,4,2.0,4,4.0,0.0,10.0,0.0,4.0,8.0,4,7.0,25
44.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,6.0,0,4.0,0
1.0,4.0,946,7,0,22,6,0.0,7,7.0,0.0,34.0,1.0,7.0,6.0,7,3.0,60
28.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0,5.0,0
21.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,8.0,9.0,0,1.0,0
12.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,3.0,0,8.0,0
9.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0,9.0,0
3.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,5.0,0,4.0,0
309.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,5.0,4.0,0,9.0,0
0.0,5.0,1612,7,0,21,7,1.0,7,7.0,0.0,211.0,0.0,3.0,2.0,11,8.0,277
258.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,8.0,0,2.0,0
12.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,3.0,0,2.0,0
6.0,7.0,175,3,0,7,3,0.0,3,3.0,0.0,151.0,6.0,3.0,8.0,7,4.0,200
47.0,8.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,8.0,3.0,0,4.0,0
1.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0,8.0,0
268.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0,3.0,0
29.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,3.0,0,2.0,0
17.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,5.0,0,7.0,0
28.0,1.0,414,2,0,6,2,0.0,2,2.0,0.0,8.0,1.0,1.0,0.0,2,7.0,16
153.0,1.0,95,1,1,3,1,0.0,1,1.0,0.0,3.0,0.0,1.0,8.0,1,1.0,6
3.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0
2.0,2.0,417,3,0,9,3,0.0,3,3.0,0.0,12.0,6.0,4.0,7.0,3,3.0,21
10.0,8.0,1611,8,0,30,7,0.0,8,8.0,0.0,39.0,6.0,8.0,1.0,8,3.0,72
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,2.0,0,9.0,0
274.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,9.0,0,3.0,0
28.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0,9.0,0
306.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,9.0,0,0.0,0
5.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,4.0,0,0.0,0
50.0,6.0,192,2,0,6,2,0.0,2,2.0,0.0,10.0,6.0,9.0,6.0,2,6.0,14
152.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,2.0,0,4.0,0
52.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0,9.0,0
0.0,6.0,377,2,0,7,1,0.0,2,2.0,0.0,8.0,0.0,0.0,0.0,2,8.0,17
153.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,5.0,0
20.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,3.0,0,3.0,0
25.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,3.0,0,0.0,0
10.0,0.0,142,1,0,3,1,0.0,1,1.0,0.0,12.0,0.0,8.0,8.0,1,6.0,11
50.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,62.0,1.0,8.0,1.0,1,6.0,63
33.0,2.0,971,11,1,29,11,0.0,11,11.0,0.0,27.0,6.0,1.0,3.0,11,5.0,75
33.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,8.0,0,7.0,0
60.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,9.0,0
10.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,8.0,0,5.0,0
150.0,2.0,195,1,0,3,1,0.0,1,1.0,0.0,202.0,1.0,3.0,6.0,6,9.0,324
0.0,1.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,3.0,2.0,0,1.0,0
12.0,6.0,417,3,0,13,1,0.0,3,3.0,0.0,67.0,0.0,4.0,1.0,6,6.0,99
258.0,6.0,1035,5,5,30,0,0.0,5,5.0,0.0,37.0,0.0,8.0,8.0,5,5.0,91
1.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,2.0,0,3.0,0
28.0,9.0,777,6,0,19,5,8.0,6,3.0,0.0,19.0,1.0,5.0,2.0,3,9.0,36
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,5.0,0
0.0,8.0,371,3,0,9,3,0.0,3,3.0,0.0,44.0,1.0,9.0,8.0,3,1.0,48
47.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,8.0,0,7.0,0
12.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,3.0,7.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,0.0,0,6.0,0
50.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0,9.0,0
1.0,0.0,262,1,0,4,0,0.0,1,1.0,0.0,6.0,6.0,0.0,8.0,1,5.0,10
69.0,9.0,22,1,0,2,1,0.0,1,1.0,0.0,307.0,0.0,9.0,4.0,11,6.0,315
6.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,9.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,1.0,0,6.0,0
14.0,8.0,27,1,0,2,1,0.0,1,1.0,0.0,1.0,0.0,6.0,0.0,1,6.0,4
145.0,1.0,1042,17,0,52,16,0.0,17,17.0,0.0,52.0,0.0,4.0,9.0,17,1.0,104
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,7.0,0,0.0,0
11.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,1.0,0,0.0,0
10.0,1.0,450,3,0,9,2,0.0,3,3.0,0.0,132.0,1.0,2.0,4.0,5,0.0,224
172.0,8.0,118,1,0,3,1,1.0,1,1.0,0.0,5.0,0.0,8.0,7.0,1,0.0,6
268.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,8.0,0,2.0,0
0.0,0.0,60,2,0,4,2,0.0,2,2.0,0.0,4.0,0.0,0.0,9.0,2,2.0,11
10.0,1.0,1414,8,0,26,6,0.0,8,8.0,0.0,30.0,6.0,5.0,3.0,8,3.0,79
44.0,2.0,184,1,0,3,1,0.0,1,1.0,0.0,3.0,0.0,1.0,9.0,1,3.0,10
0.0,2.0,136,1,0,3,1,0.0,1,1.0,0.0,118.0,0.0,0.0,7.0,4,7.0,176
5.0,8.0,60,2,0,4,2,0.0,2,2.0,0.0,6.0,1.0,0.0,3.0,2,9.0,10
44.0,7.0,86,1,0,2,1,0.0,1,1.0,0.0,3.0,6.0,6.0,8.0,1,4.0,6
277.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,4.0,0,1.0,0
51.0,4.0,396,4,0,12,3,0.0,4,4.0,0.0,24.0,0.0,9.0,9.0,4,6.0,38
159.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,0,1.0,0
311.0,7.0,516,6,0,18,6,0.0,6,6.0,0.0,12.0,0.0,3.0,9.0,6,0.0,30
268.0,7.0,1545,13,3,39,10,0.0,13,12.0,0.0,631.0,0.0,3.0,5.0,23,3.0,998
25.0,1.0,108,1,1,4,0,0.0,1,1.0,0.0,16.0,0.0,0.0,1.0,1,6.0,18
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,7.0,0,8.0,0
36.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,9.0,0,3.0,0
311.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,8.0,0,0.0,0
1.0,6.0,161,2,0,6,2,0.0,2,2.0,0.0,6.0,1.0,2.0,4.0,2,1.0,11
50.0,8.0,634,1,1,15,1,0.0,1,1.0,0.0,8.0,0.0,9.0,1.0,1,0.0,19
47.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.0,0,7.0,0
42.0,8.0,1046,5,0,21,0,0.0,5,5.0,0.0,31.0,0.0,9.0,2.0,5,5.0,46
0.0,7.0,168,2,0,6,2,1.0,2,2.0,0.0,9.0,6.0,9.0,7.0,2,9.0,18
14.0,7.0,1400,5,0,15,5,0.0,5,5.0,0.0,22.0,0.0,4.0,9.0,5,8.0,48
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,5.0,0
2.0,6.0,427,7,0,14,7,0.0,7,7.0,0.0,21.0,6.0,4.0,2.0,7,8.0,56
1.0,3.0,930,4,0,17,1,17.0,4,4.0,0.0,35.0,0.0,1.0,0.0,4,4.0,48
4.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,7.0,0,2.0,0
172.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,2.0,0,2.0,0
0.0,6.0,166,2,0,6,2,0.0,2,1.0,0.0,26.0,6.0,1.0,3.0,1,7.0,26
8.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,8.0,6.0,4.0,7.0,1,0.0,16
0.0,5.0,473,4,1,15,3,0.0,4,4.0,0.0,51.0,0.0,7.0,3.0,8,7.0,118
259.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,7.0,0,9.0,0
6.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,6.0,0,4.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,0,0.0,0
0.0,1.0,40,1,0,2,1,0.0,1,1.0,0.0,389.0,0.0,2.0,0.0,14,0.0,590
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,7.0,0,3.0,0
1.0,7.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,2.0,0,4.0,0
25.0,5.0,534,10,0,22,10,0.0,10,10.0,0.0,22.0,1.0,4.0,6.0,10,5.0,50
264.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,56.0,0.0,3.0,8.0,1,3.0,119
4.0,0.0,1330,6,0,22,2,0.0,6,6.0,0.0,32.0,0.0,8.0,0.0,6,7.0,50
12.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,2.0,0,1.0,0
12.0,3.0,111,1,1,4,0,0.0,1,1.0,0.0,13.0,1.0,8.0,3.0,1,8.0,31
158.0,6.0,113,3,0,6,3,1.0,3,3.0,0.0,5.0,0.0,1.0,3.0,3,0.0,19
1.0,1.0,314,4,2,12,4,0.0,4,4.0,0.0,14.0,0.0,2.0,1.0,4,0.0,31
128.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,3.0,0,4.0,0
42.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,9.0,0,7.0,0
11.0,1.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,1.0,3.0,0,1.0,0
28.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,5.0,0,8.0,0
25.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,9.0,0,2.0,0
0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,4.0,6.0,0,0.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,5.0,0,1.0,0
36.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,4.0,0,8.0,0
1.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,8.0,0,4.0,0
21.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,4.0,9.0,0,9.0,0
1.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,7.0,0,9.0,0
274.0,4.0,195,1,1,3,1,0.0,1,1.0,0.0,2.0,0.0,3.0,1.0,1,5.0,8
179.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,8.0,0,3.0,0
3.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,8.0,0,9.0,0
13.0,1.0,0,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,8.0,3.0,0,2.0,0
5.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,2.0,0,1.0,0
38.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,3.0,0,6.0,0
33.0,2.0,1551,8,0,37,7,0.0,8,7.0,0.0,54.0,0.0,0.0,1.0,7,7.0,93
44.0,2.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,4.0,8.0,0,8.0,0
10.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,8.0,0,4.0,0
4.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,3.0,0,8.0,0
33.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,0,1.0,0
12.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,5.0,0,1.0,0
13.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,8.0,0,8.0,0
1.0,0.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,8.0,8.0,0,1.0,0
42.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,4.0,0,0.0,0
3.0,8.0,414,3,1,10,2,0.0,3,3.0,0.0,24.0,6.0,3.0,7.0,3,6.0,68
265.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,3.0,0,6.0,0
14.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0,8.0,0
3.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,9.0,0,4.0,0
61.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,3.0,0,5.0,0
2.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.0,0
1.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,4.0,0,5.0,0
3.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,5.0,0,3.0,0
14.0,1.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,6.0,1.0,0,5.0,0
10.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,7.0,0,4.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,9.0,0,1.0,0
